timestamp,vibration,rpm,object_temperature_c,room_temperature_c,distance_cm,belt_height_from_ground_cm,vibration_condition,rpm_condition,object_temperature_condition,room_temperature_condition,distance_condition,overall_status,alerts
98416,10.4757,109064.24,32.19,32.13,1.69,12.31,WARNING_1,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,VIBRATION=WARNING_1 | RPM=WARNING_1
99182,9.6586,131732.97,32.11,32.11,2.64,11.36,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
99897,9.6586,131732.97,32.11,32.15,1.67,12.33,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
100612,9.9713,85510.49,32.25,32.13,2.64,11.36,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
101378,9.6448,85510.49,,32.11,2.64,11.36,NORMAL,NORMAL,SENSOR_FAILURE,NORMAL,NORMAL,SENSOR_FAILURE,OBJECT_TEMPERATURE=SENSOR_FAILURE
102096,9.6579,126105.13,32.25,32.11,1.69,12.31,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
102811,2.499,126105.13,32.39,32.13,2.66,11.34,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
103526,4.716,107706.3,32.31,32.15,1.69,12.31,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
104241,2.499,107706.3,32.39,32.15,2.66,11.34,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
104956,9.6586,85174.83,32.35,32.13,2.64,11.36,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
105722,2.8955,85174.83,32.39,32.13,2.64,11.36,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
106437,9.6586,56637.41,32.39,32.19,2.64,11.36,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
107152,9.6586,56637.41,32.33,32.11,1.69,12.31,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
107867,9.6586,72797.2,32.33,32.11,1.69,12.31,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
108582,2.4886,72797.2,32.31,32.13,2.0,12.0,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
109297,9.6586,122727.27,32.39,32.13,1.69,12.31,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
110012,8.2399,122727.27,32.25,32.11,1.67,12.33,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
110778,26.2573,58987.17,32.13,32.13,2.97,11.03,WARNING_2,NORMAL,NORMAL,NORMAL,NORMAL,WARNING_2,VIBRATION=WARNING_2
111495,2.9983,58987.17,32.11,32.15,1.69,12.31,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
112210,4.7282,114553.07,32.13,32.15,3.29,10.71,NORMAL,WARNING_1,NORMAL,NORMAL,WARNING_1,WARNING_1,RPM=WARNING_1 | DISTANCE=WARNING_1
112976,13.1974,114553.07,,32.13,3.93,10.07,WARNING_1,WARNING_1,SENSOR_FAILURE,NORMAL,WARNING_1,SENSOR_FAILURE,VIBRATION=WARNING_1 | RPM=WARNING_1 | OBJECT_TEMPERATURE=SENSOR_FAILURE | DISTANCE=WARNING_1
113691,2.499,138838.63,32.17,32.13,3.93,10.07,NORMAL,WARNING_1,NORMAL,NORMAL,WARNING_1,WARNING_1,RPM=WARNING_1 | DISTANCE=WARNING_1
114408,9.6586,138838.63,32.25,32.15,3.93,10.07,NORMAL,WARNING_1,NORMAL,NORMAL,WARNING_1,WARNING_1,RPM=WARNING_1 | DISTANCE=WARNING_1
115124,9.6331,124273.74,32.19,32.11,17.22,-3.22,NORMAL,WARNING_1,NORMAL,NORMAL,WARNING_1,WARNING_1,RPM=WARNING_1 | DISTANCE=WARNING_1 | GEOMETRY_ERROR: distance is greater than sensor height above ground
115849,9.6586,124273.74,32.19,32.13,3.29,10.71,NORMAL,WARNING_1,NORMAL,NORMAL,WARNING_1,WARNING_1,RPM=WARNING_1 | DISTANCE=WARNING_1
116564,9.6666,145149.2,32.19,32.15,2.0,12.0,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
117279,9.6586,145149.2,,32.13,2.0,12.0,NORMAL,WARNING_1,SENSOR_FAILURE,NORMAL,NORMAL,SENSOR_FAILURE,RPM=WARNING_1 | OBJECT_TEMPERATURE=SENSOR_FAILURE
117994,13.1884,132965.03,32.19,32.13,1.69,12.31,WARNING_1,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,VIBRATION=WARNING_1 | RPM=WARNING_1
118709,10.3646,132965.03,32.13,32.15,1.69,12.31,WARNING_1,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,VIBRATION=WARNING_1 | RPM=WARNING_1
119438,28.2917,120540.16,32.19,32.07,2.64,11.36,WARNING_2,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_2,VIBRATION=WARNING_2 | RPM=WARNING_1
120156,9.6448,120540.16,32.17,32.13,,,NORMAL,WARNING_1,NORMAL,NORMAL,SENSOR_FAILURE,SENSOR_FAILURE,RPM=WARNING_1 | DISTANCE=SENSOR_FAILURE
120924,9.653,127752.35,32.21,32.13,2.64,11.36,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
121638,9.9634,127752.35,,,2.33,11.67,NORMAL,WARNING_1,SENSOR_FAILURE,SENSOR_FAILURE,NORMAL,SENSOR_FAILURE,RPM=WARNING_1 | OBJECT_TEMPERATURE=SENSOR_FAILURE | ROOM_TEMPERATURE=SENSOR_FAILURE
122353,9.652,142799.16,32.13,32.13,1.69,12.31,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
123068,9.4044,142799.16,32.11,32.09,2.64,11.36,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
123834,9.6586,131789.33,,32.11,2.66,11.34,NORMAL,WARNING_1,SENSOR_FAILURE,NORMAL,NORMAL,SENSOR_FAILURE,RPM=WARNING_1 | OBJECT_TEMPERATURE=SENSOR_FAILURE
124600,9.6586,131789.33,,32.11,1.69,12.31,NORMAL,WARNING_1,SENSOR_FAILURE,NORMAL,NORMAL,SENSOR_FAILURE,RPM=WARNING_1 | OBJECT_TEMPERATURE=SENSOR_FAILURE
125353,9.6494,144015.8,32.11,32.11,2.64,11.36,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
126068,9.6586,144015.8,32.25,32.11,1.69,12.31,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
126786,9.6479,114629.37,32.17,,1.69,12.31,NORMAL,WARNING_1,NORMAL,SENSOR_FAILURE,NORMAL,SENSOR_FAILURE,RPM=WARNING_1 | ROOM_TEMPERATURE=SENSOR_FAILURE
127501,9.6539,114629.37,32.19,32.11,1.69,12.31,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
128216,9.6586,101535.24,32.13,32.09,1.69,12.31,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
128933,9.6586,101535.24,32.17,32.09,1.69,12.31,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
129650,9.6586,94435.15,32.11,32.11,2.97,11.03,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
130365,18.9916,94435.15,32.13,32.11,2.0,12.0,WARNING_1,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,VIBRATION=WARNING_1 | RPM=WARNING_1
131080,9.6536,119328.67,32.19,32.11,2.97,11.03,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
131795,9.6586,119328.67,,32.11,4.26,9.74,NORMAL,WARNING_1,SENSOR_FAILURE,NORMAL,WARNING_1,SENSOR_FAILURE,RPM=WARNING_1 | OBJECT_TEMPERATURE=SENSOR_FAILURE | DISTANCE=WARNING_1
132564,9.652,117896.16,32.11,32.11,18.84,-4.84,NORMAL,WARNING_1,NORMAL,NORMAL,WARNING_1,WARNING_1,RPM=WARNING_1 | DISTANCE=WARNING_1 | GEOMETRY_ERROR: distance is greater than sensor height above ground
133284,9.6586,117896.16,32.13,32.13,43.66,-29.66,NORMAL,WARNING_1,NORMAL,NORMAL,WARNING_1,WARNING_1,RPM=WARNING_1 | DISTANCE=WARNING_1 | GEOMETRY_ERROR: distance is greater than sensor height above ground
133999,9.6586,115947.08,32.11,32.11,2.97,11.03,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
134714,10.4839,115947.08,32.21,32.11,2.33,11.67,WARNING_1,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,VIBRATION=WARNING_1 | RPM=WARNING_1
135431,2.491,106969.27,32.13,32.13,1.69,12.31,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
136146,9.6478,106969.27,32.21,32.11,1.69,12.31,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
136914,9.6586,103937.96,32.25,32.11,1.69,12.31,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
137629,8.2399,103937.96,32.21,32.13,1.69,12.31,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
138344,8.225,95874.13,32.21,32.11,1.69,12.31,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
139059,9.6586,95874.13,32.19,32.09,1.69,12.31,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
139774,9.6586,105230.77,32.25,32.11,1.69,12.31,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
140491,9.6586,105230.77,32.27,,2.66,11.34,NORMAL,WARNING_1,NORMAL,SENSOR_FAILURE,NORMAL,SENSOR_FAILURE,RPM=WARNING_1 | ROOM_TEMPERATURE=SENSOR_FAILURE
141206,4.0784,107011.17,32.33,32.11,2.64,11.36,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
141925,28.0719,107011.17,32.25,32.13,2.33,11.67,WARNING_2,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_2,VIBRATION=WARNING_2 | RPM=WARNING_1
142640,10.4839,127364.02,32.19,52.63,2.33,11.67,WARNING_1,WARNING_1,NORMAL,WARNING_2,NORMAL,WARNING_2,VIBRATION=WARNING_1 | RPM=WARNING_1 | ROOM_TEMPERATURE=WARNING_2
143355,24.8191,127364.02,32.31,32.15,2.64,11.36,WARNING_2,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_2,VIBRATION=WARNING_2 | RPM=WARNING_1
144072,9.6586,102905.03,32.21,,1.69,12.31,NORMAL,WARNING_1,NORMAL,SENSOR_FAILURE,NORMAL,SENSOR_FAILURE,RPM=WARNING_1 | ROOM_TEMPERATURE=SENSOR_FAILURE
144799,9.6656,102905.03,1035.63,32.13,1.69,12.31,NORMAL,WARNING_1,HIGH_RISK,NORMAL,NORMAL,HIGH_RISK,RPM=WARNING_1 | OBJECT_TEMPERATURE=HIGH_RISK
145514,9.4424,140388.34,32.17,32.11,1.69,12.31,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
146229,4.7216,140388.34,32.27,32.11,2.66,11.34,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
146946,9.6586,98379.89,32.25,32.09,2.33,11.67,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
147661,9.6391,98379.89,32.31,32.15,3.93,10.07,NORMAL,WARNING_1,NORMAL,NORMAL,WARNING_1,WARNING_1,RPM=WARNING_1 | DISTANCE=WARNING_1
148376,9.6586,134895.11,32.21,32.13,2.97,11.03,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
149142,13.4425,134895.11,32.13,32.11,2.97,11.03,WARNING_1,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,VIBRATION=WARNING_1 | RPM=WARNING_1
149859,9.6586,124490.9,32.19,32.13,3.6,10.4,NORMAL,WARNING_1,NORMAL,NORMAL,WARNING_1,WARNING_1,RPM=WARNING_1 | DISTANCE=WARNING_1
150576,9.6443,124490.9,32.11,32.09,36.66,-22.66,NORMAL,WARNING_1,NORMAL,NORMAL,WARNING_1,WARNING_1,RPM=WARNING_1 | DISTANCE=WARNING_1 | GEOMETRY_ERROR: distance is greater than sensor height above ground
151295,9.6586,107656.91,32.17,32.11,36.67,-22.67,NORMAL,WARNING_1,NORMAL,NORMAL,WARNING_1,WARNING_1,RPM=WARNING_1 | DISTANCE=WARNING_1 | GEOMETRY_ERROR: distance is greater than sensor height above ground
152012,9.6441,107656.91,32.25,32.13,2.97,11.03,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
152727,11.2261,107698.74,32.21,32.09,2.0,12.0,WARNING_1,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,VIBRATION=WARNING_1 | RPM=WARNING_1
153442,9.6513,107698.74,32.19,32.13,1.69,12.31,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
154157,9.6586,96965.03,32.19,32.13,2.33,11.67,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
154872,9.6586,96965.03,32.19,32.13,1.69,12.31,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
155640,9.6586,81078.89,32.21,32.11,2.31,11.69,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
156406,9.6627,81078.89,32.19,,2.33,11.67,NORMAL,NORMAL,NORMAL,SENSOR_FAILURE,NORMAL,SENSOR_FAILURE,ROOM_TEMPERATURE=SENSOR_FAILURE
157121,9.6586,94881.84,32.13,32.11,1.69,12.31,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
157836,8.2588,94881.84,32.17,32.15,2.33,11.67,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
158555,9.6433,99246.86,32.19,32.09,2.64,11.36,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
159270,9.6586,99246.86,32.21,32.13,2.64,11.36,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
159987,2.9983,87192.73,32.19,32.13,2.64,11.36,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
160702,2.5141,87192.73,32.13,32.11,2.64,11.36,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
161429,9.6586,46102.64,32.19,32.11,1.98,12.02,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
162144,2.499,46102.64,32.17,32.15,1.69,12.31,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
162859,9.6586,9776.22,32.21,32.11,1.69,12.31,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
163574,8.2399,9776.22,32.17,32.15,2.64,11.36,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
164289,9.6586,5706.29,32.19,32.11,2.33,11.67,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
165004,9.6586,5706.29,32.21,32.13,2.64,11.36,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
165719,9.6586,19006.99,32.31,32.15,4.57,9.43,NORMAL,NORMAL,NORMAL,NORMAL,WARNING_1,WARNING_1,DISTANCE=WARNING_1
166434,10.4764,19006.99,32.33,32.13,2.97,11.03,WARNING_1,NORMAL,NORMAL,NORMAL,NORMAL,WARNING_1,VIBRATION=WARNING_1
167149,9.6586,60335.66,32.41,32.11,4.26,9.74,NORMAL,NORMAL,NORMAL,NORMAL,WARNING_1,WARNING_1,DISTANCE=WARNING_1
167864,10.3646,60335.66,32.59,32.11,2.97,11.03,WARNING_1,NORMAL,NORMAL,NORMAL,NORMAL,WARNING_1,VIBRATION=WARNING_1
168579,9.6586,74727.27,32.69,32.11,,,NORMAL,NORMAL,NORMAL,NORMAL,SENSOR_FAILURE,SENSOR_FAILURE,DISTANCE=SENSOR_FAILURE
169293,9.6586,74727.27,32.63,32.15,3.41,10.59,NORMAL,NORMAL,NORMAL,NORMAL,WARNING_1,WARNING_1,DISTANCE=WARNING_1
170008,9.6586,26158.15,32.39,32.13,2.38,11.62,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
170723,9.6571,26158.15,32.33,,1.98,12.02,NORMAL,NORMAL,NORMAL,SENSOR_FAILURE,NORMAL,SENSOR_FAILURE,ROOM_TEMPERATURE=SENSOR_FAILURE
171438,9.6586,28237.76,32.45,32.11,3.1,10.9,NORMAL,NORMAL,NORMAL,NORMAL,WARNING_1,WARNING_1,DISTANCE=WARNING_1
172153,9.6586,28237.76,32.21,32.13,2.64,11.36,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
172868,9.6586,36251.75,32.17,32.19,2.33,11.67,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
173583,9.6586,36251.75,32.21,32.13,2.64,11.36,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
174298,2.499,2181.82,32.11,32.11,2.33,11.67,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
175013,9.6586,2181.82,32.13,32.09,1.67,12.33,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
175728,9.6586,9272.73,32.19,32.11,2.64,11.36,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
176443,9.6586,9272.73,32.11,32.11,2.33,11.67,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
177158,9.6586,8055.94,32.21,32.11,2.33,11.67,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
177873,9.6586,8055.94,32.17,32.13,2.64,11.36,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
178588,9.6586,5748.25,32.21,32.13,1.69,12.31,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
179303,9.6586,5748.25,32.19,32.13,1.69,12.31,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
180018,4.7123,54251.75,32.19,32.13,1.67,12.33,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
180733,9.6535,54251.75,32.11,32.13,1.69,12.31,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
181448,9.6586,62895.11,32.17,32.15,2.33,11.67,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
182163,9.6586,62895.11,32.19,32.13,2.64,11.36,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
182878,9.6586,25510.49,32.17,32.11,1.69,12.31,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
183593,9.6586,25510.49,32.17,32.13,1.69,12.31,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
184335,9.6586,57734.27,,32.11,,,NORMAL,NORMAL,SENSOR_FAILURE,NORMAL,SENSOR_FAILURE,SENSOR_FAILURE,OBJECT_TEMPERATURE=SENSOR_FAILURE | DISTANCE=SENSOR_FAILURE
185052,10.6575,57734.27,32.13,32.13,2.97,11.03,WARNING_1,NORMAL,NORMAL,NORMAL,NORMAL,WARNING_1,VIBRATION=WARNING_1
185817,9.6586,85949.28,32.19,,3.93,10.07,NORMAL,NORMAL,NORMAL,SENSOR_FAILURE,WARNING_1,SENSOR_FAILURE,ROOM_TEMPERATURE=SENSOR_FAILURE | DISTANCE=WARNING_1
186532,8.2384,85949.28,32.17,32.15,3.93,10.07,NORMAL,NORMAL,NORMAL,NORMAL,WARNING_1,WARNING_1,DISTANCE=WARNING_1
187350,9.6546,110973.45,32.17,32.13,16.88,-2.88,NORMAL,WARNING_1,NORMAL,NORMAL,WARNING_1,WARNING_1,RPM=WARNING_1 | DISTANCE=WARNING_1 | GEOMETRY_ERROR: distance is greater than sensor height above ground
188074,9.6586,110973.45,32.21,,2.0,12.0,NORMAL,WARNING_1,NORMAL,SENSOR_FAILURE,NORMAL,SENSOR_FAILURE,RPM=WARNING_1 | ROOM_TEMPERATURE=SENSOR_FAILURE
188840,9.6458,103822.94,32.25,32.15,1.69,12.31,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
189555,2.5141,103822.94,32.21,32.15,1.69,12.31,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
190272,9.8979,103365.92,32.21,32.15,2.33,11.67,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
190987,9.6586,103365.92,32.27,32.15,1.69,12.31,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
191702,10.4839,78041.96,32.21,32.13,2.64,11.36,WARNING_1,NORMAL,NORMAL,NORMAL,NORMAL,WARNING_1,VIBRATION=WARNING_1
192459,10.3701,78041.96,32.17,32.15,2.64,11.36,WARNING_1,NORMAL,NORMAL,NORMAL,NORMAL,WARNING_1,VIBRATION=WARNING_1
193186,5.9881,107183.29,32.21,32.15,2.33,11.67,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
193954,25.5621,107183.29,32.21,32.13,1.69,12.31,WARNING_2,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_2,VIBRATION=WARNING_2 | RPM=WARNING_1
194669,9.6451,109763.99,32.25,32.13,2.64,11.36,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
195386,2.499,109763.99,32.25,32.13,2.33,11.67,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
196126,9.6586,100356.9,32.17,32.13,2.64,11.36,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
196841,8.1439,100356.9,32.13,32.13,2.64,11.36,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
197556,9.6586,104013.98,32.17,32.15,2.64,11.36,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
198271,9.6586,104013.98,52.73,32.11,1.69,12.31,NORMAL,WARNING_1,WARNING_2,NORMAL,NORMAL,WARNING_2,RPM=WARNING_1 | OBJECT_TEMPERATURE=WARNING_2
198986,9.6586,109384.62,32.21,32.15,1.67,12.33,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
199709,8.2399,109384.62,,32.11,1.69,12.31,NORMAL,WARNING_1,SENSOR_FAILURE,NORMAL,NORMAL,SENSOR_FAILURE,RPM=WARNING_1 | OBJECT_TEMPERATURE=SENSOR_FAILURE
200424,9.6586,77399.16,32.21,32.13,2.33,11.67,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
201139,9.662,77399.16,32.21,32.15,2.66,11.34,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
201854,9.6486,104517.48,32.11,32.15,3.93,10.07,NORMAL,WARNING_1,NORMAL,NORMAL,WARNING_1,WARNING_1,RPM=WARNING_1 | DISTANCE=WARNING_1
202569,10.4729,104517.48,32.17,32.13,3.28,10.72,WARNING_1,WARNING_1,NORMAL,NORMAL,WARNING_1,WARNING_1,VIBRATION=WARNING_1 | RPM=WARNING_1 | DISTANCE=WARNING_1
203300,9.6485,113278.01,32.21,32.13,2.97,11.03,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
204065,9.6586,113278.01,32.13,32.13,3.93,10.07,NORMAL,WARNING_1,NORMAL,NORMAL,WARNING_1,WARNING_1,RPM=WARNING_1 | DISTANCE=WARNING_1
204780,9.6586,86189.19,,,16.88,-2.88,NORMAL,NORMAL,SENSOR_FAILURE,SENSOR_FAILURE,WARNING_1,SENSOR_FAILURE,OBJECT_TEMPERATURE=SENSOR_FAILURE | ROOM_TEMPERATURE=SENSOR_FAILURE | DISTANCE=WARNING_1 | GEOMETRY_ERROR: distance is greater than sensor height above ground
205495,9.6468,86189.19,32.17,32.15,4.24,9.76,NORMAL,NORMAL,NORMAL,NORMAL,WARNING_1,WARNING_1,DISTANCE=WARNING_1
206210,9.6815,98097.9,32.11,32.11,2.0,12.0,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
206925,4.2792,98097.9,,32.13,2.97,11.03,NORMAL,WARNING_1,SENSOR_FAILURE,NORMAL,NORMAL,SENSOR_FAILURE,RPM=WARNING_1 | OBJECT_TEMPERATURE=SENSOR_FAILURE
207640,9.6586,99314.69,32.13,32.15,1.69,12.31,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
208355,2.8813,99314.69,32.19,32.11,2.33,11.67,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
209072,9.6586,77472.07,32.13,32.13,1.69,12.31,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
209787,8.2399,77472.07,32.21,32.13,2.31,11.69,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
210502,9.6685,94657.34,32.19,32.11,2.33,11.67,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
211217,9.6438,94657.34,32.17,32.11,2.33,11.67,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
211934,9.6586,95656.42,32.21,32.13,2.64,11.36,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
212649,9.6586,95656.42,32.19,32.15,2.64,11.36,NORMAL,WARNING_1,NORMAL,NORMAL,NORMAL,WARNING_1,RPM=WARNING_1
213364,9.6586,88993.01,32.19,32.13,2.64,11.36,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
214079,9.6586,88993.01,32.19,32.13,2.64,11.36,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
214794,2.499,86265.73,32.25,32.11,2.66,11.34,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
215509,9.6586,86265.73,32.25,32.15,2.64,11.36,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NONE
